tenure,age,address,income,retire,voice,internet,forward,churn,region_Zone 2,region_Zone 3,marital_Unmarried,ed_Did not complete high school,ed_High school degree,ed_Post-undergraduate degree,ed_Some college,gender_Male,custcat_E-service,custcat_Plus service,custcat_Total service,monthly_revenue,CLV
6,24,2,17,0,0,0,0,0,True,False,True,True,False,False,False,True,False,True,False,1416.6666666666667,16089.392310184747
25,46,13,45,0,1,0,1,0,False,False,True,True,False,False,False,False,False,True,False,3750.0,42589.567879900795
15,39,19,32,0,1,0,0,1,True,False,True,False,True,False,False,True,True,False,False,2666.6666666666665,30285.914936818343
32,35,12,57,0,0,0,0,0,False,True,True,False,False,False,False,True,True,False,False,4750.0,53946.78598120768
22,39,0,63,0,0,1,0,1,True,False,True,False,False,False,False,True,True,False,False,5250.0,59625.39503186113
8,22,3,25,0,1,0,1,0,True,False,True,False,False,False,False,True,False,True,False,2083.3333333333335,23660.871044389336
3,31,4,22,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,1833.3333333333333,20821.56651906261
32,54,6,155,0,0,0,0,0,True,False,True,False,True,False,False,True,False,False,False,12916.666666666666,146697.4004752139
49,54,24,30,0,0,0,1,0,False,False,True,False,True,False,False,True,True,False,False,2500.0,28393.045253267195
2,28,7,46,0,0,0,0,0,True,False,True,False,False,False,True,False,False,False,True,3833.3333333333335,43536.00272167638
39,47,1,68,0,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,5666.666666666667,64357.56924073899
42,33,2,67,0,0,0,0,0,False,False,True,False,True,False,False,True,True,False,False,5583.333333333333,63411.13439896341
28,36,3,69,0,1,0,1,0,False,False,True,False,False,False,True,True,False,False,True,5750.0,65304.00408251456
41,46,14,47,0,1,0,1,0,True,False,False,False,True,False,False,True,False,False,True,3916.6666666666665,44482.437563451946
67,50,31,83,0,0,0,0,0,False,True,False,False,True,False,False,True,True,False,False,6916.666666666667,78554.09186737258
38,40,15,34,0,0,1,0,0,False,False,True,False,True,False,False,False,True,False,False,2833.3333333333335,32178.784620369493
18,38,8,45,0,1,1,1,1,True,False,True,False,True,False,False,False,False,False,True,3750.0,42589.567879900795
6,42,17,29,0,1,0,1,0,True,False,False,False,True,False,False,False,False,False,True,2416.6666666666665,27446.610411491623
4,36,0,21,0,0,0,0,0,True,False,True,False,True,False,False,False,False,False,False,1750.0,19875.13167728704
13,23,3,30,0,1,1,1,0,False,False,False,False,False,False,True,False,False,False,True,2500.0,28393.045253267195
20,35,0,78,0,1,1,1,1,False,False,True,False,False,False,False,True,False,False,True,6500.0,73821.91765849471
34,49,27,61,0,0,0,1,0,False,False,False,False,False,False,True,False,False,True,False,5083.333333333333,57732.525348309966
46,29,4,90,0,1,1,1,0,False,False,False,False,False,True,False,True,False,False,True,7500.0,85179.13575980159
48,41,21,43,0,0,0,0,0,False,False,True,False,True,False,False,True,True,False,False,3583.3333333333335,40696.69819634965
69,61,12,301,0,1,0,1,0,False,True,False,False,True,False,False,True,False,True,False,25083.333333333332,284876.88737444754
32,34,7,32,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,2666.6666666666665,30285.914936818343
29,29,9,41,0,0,0,1,0,False,False,True,False,True,False,False,True,True,False,False,3416.6666666666665,38803.8285127985
55,52,22,127,0,1,0,0,0,False,True,True,True,False,False,False,False,True,False,False,10583.333333333334,120197.22490549782
72,60,36,271,0,0,0,1,0,False,True,False,True,False,False,False,False,False,True,False,22583.333333333332,256483.84212118032
29,26,1,32,0,1,0,0,1,False,True,True,False,False,False,True,False,False,False,False,2666.6666666666665,30285.914936818343
50,25,1,36,0,1,0,1,0,True,False,False,False,False,False,False,False,False,False,True,3000.0,34071.65430392064
35,50,11,293,0,0,0,0,1,False,True,False,False,False,False,True,True,False,False,False,24416.666666666668,277305.408640243
11,63,9,41,0,0,1,0,1,False,True,True,False,False,False,True,True,False,False,False,3416.6666666666665,38803.8285127985
9,29,9,39,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,3250.0,36910.958829247356
51,48,27,58,0,0,0,1,1,True,False,True,True,False,False,False,True,False,True,False,4833.333333333333,54893.22082298325
33,34,2,28,0,0,1,0,0,False,False,False,True,False,False,False,False,True,False,False,2333.3333333333335,26500.17556971606
25,20,0,15,0,0,0,1,0,False,False,True,False,True,False,False,True,False,True,False,1250.0,14196.522626633598
31,34,9,105,0,0,0,0,0,False,True,True,False,False,False,False,False,False,True,False,8750.0,99375.6583864352
67,40,10,80,0,1,1,1,0,True,False,False,False,False,False,False,False,False,False,True,6666.666666666667,75714.78734204586
55,45,8,36,0,1,0,1,0,False,True,True,False,True,False,False,True,False,True,False,3000.0,34071.65430392064
19,50,7,112,0,1,0,0,0,False,True,True,False,False,False,False,False,False,False,True,9333.333333333334,106000.70227886424
39,34,11,55,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,True,4583.333333333333,52053.916297656535
52,35,8,40,0,1,0,1,0,True,False,False,False,False,False,False,True,False,True,False,3333.3333333333335,37857.39367102293
55,37,15,23,0,0,0,1,0,False,True,False,False,True,False,False,False,False,True,False,1916.6666666666667,21768.00136083819
25,62,27,28,1,1,0,1,1,True,False,True,False,False,False,False,False,False,False,True,2333.3333333333335,26500.17556971606
33,58,12,21,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,1750.0,19875.13167728704
48,35,5,63,0,0,0,1,1,True,False,True,False,False,False,False,True,False,True,False,5250.0,59625.39503186113
48,31,12,52,0,1,1,1,0,True,False,False,False,False,False,False,True,False,False,True,4333.333333333333,49214.61177232981
49,57,3,189,0,0,0,0,0,True,False,True,True,False,False,False,False,False,False,False,15750.0,178876.18509558335
54,32,0,50,0,0,0,1,1,False,True,False,True,False,False,False,True,False,True,False,4166.666666666667,47321.74208877867
45,32,9,23,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,1916.6666666666667,21768.00136083819
4,37,1,33,0,0,1,0,1,False,True,False,False,True,False,False,False,False,False,False,2750.0,31232.349778593918
49,27,3,29,0,1,1,0,1,False,True,False,False,False,False,True,False,True,False,False,2416.6666666666665,27446.610411491623
23,35,2,96,0,1,1,1,1,True,False,True,False,False,False,True,True,False,False,True,8000.0,90857.74481045504
31,44,23,80,0,0,1,0,1,True,False,True,False,False,True,False,True,True,False,False,6666.666666666667,75714.78734204586
55,44,2,68,0,0,0,1,0,True,False,False,False,True,False,False,True,False,True,False,5666.666666666667,64357.56924073899
9,28,7,30,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,2500.0,28393.045253267195
55,57,25,34,0,0,0,0,0,True,False,False,False,True,False,False,True,False,False,False,2833.3333333333335,32178.784620369493
34,30,3,35,0,1,0,1,0,False,False,True,False,True,False,False,False,False,True,False,2916.6666666666665,33125.21946214506
10,23,4,36,0,0,0,1,0,False,False,True,False,True,False,False,True,False,True,False,3000.0,34071.65430392064
62,76,20,35,1,0,0,0,0,True,False,True,False,False,False,True,False,True,False,False,2916.6666666666665,33125.21946214506
51,36,13,62,0,1,1,1,0,True,False,True,False,False,False,True,True,False,False,True,5166.666666666667,58678.96019008554
65,48,28,94,0,0,0,0,0,False,False,True,True,False,False,False,True,True,False,False,7833.333333333333,88964.87512690389
53,33,1,60,0,1,0,1,0,False,True,True,True,False,False,False,True,False,False,True,5000.0,56786.09050653439
23,35,4,118,0,1,1,0,1,False,False,True,False,True,False,False,True,False,False,False,9833.333333333334,111679.31132951766
1,30,3,135,0,0,1,0,1,False,True,True,False,False,False,False,True,False,False,False,11250.0,127768.7036397024
66,55,20,80,0,0,0,1,0,False,True,True,False,True,False,False,False,False,True,False,6666.666666666667,75714.78734204586
8,27,0,21,0,0,1,0,0,False,True,False,False,False,False,True,False,True,False,False,1750.0,19875.13167728704
18,28,3,22,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,1833.3333333333333,20821.56651906261
36,32,3,63,0,0,1,0,0,False,True,False,False,False,False,False,True,True,False,False,5250.0,59625.39503186113
13,40,16,142,0,0,0,0,1,False,False,True,False,True,False,False,False,False,False,False,11833.333333333334,134393.7475321314
4,44,15,32,0,1,1,1,1,False,True,True,False,False,False,True,False,False,True,False,2666.6666666666665,30285.914936818343
20,32,10,19,0,0,1,0,0,False,True,True,False,False,False,True,True,True,False,False,1583.3333333333333,17982.26199373589
66,39,12,60,0,1,1,1,0,False,False,False,False,False,False,False,True,False,False,True,5000.0,56786.09050653439
67,47,7,97,0,0,0,1,0,False,True,False,True,False,False,False,True,False,True,False,8083.333333333333,91804.17965223061
11,24,0,31,0,1,1,1,1,False,False,False,False,True,False,False,False,False,False,True,2583.3333333333335,29339.48009504277
6,26,7,30,0,0,1,0,1,False,False,True,False,False,False,True,False,False,False,False,2500.0,28393.045253267195
13,23,4,31,0,1,1,0,0,True,False,False,True,False,False,False,False,False,False,False,2583.3333333333335,29339.48009504277
2,29,3,44,0,1,1,1,1,True,False,False,False,True,False,False,False,False,False,True,3666.6666666666665,41643.13303812522
4,40,12,38,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,3166.6666666666665,35964.52398747178
34,63,10,23,0,1,1,1,0,False,False,False,False,True,False,False,False,False,False,True,1916.6666666666667,21768.00136083819
13,34,6,37,0,0,0,0,0,False,False,False,False,False,False,True,True,False,True,False,3083.3333333333335,35018.08914569622
37,40,14,26,0,0,0,0,0,True,False,False,False,True,False,False,True,True,False,False,2166.6666666666665,24607.305886164904
45,30,8,38,0,0,0,1,0,False,False,False,False,True,False,False,True,False,True,False,3166.6666666666665,35964.52398747178
71,70,30,153,1,0,0,1,0,True,False,True,False,False,False,True,False,False,True,False,12750.0,144804.53079166272
35,40,5,49,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,False,4083.3333333333335,46375.3072470031
44,41,21,51,0,0,1,0,0,False,True,True,False,False,False,True,True,False,False,False,4250.0,48268.17693055424
44,45,19,88,0,0,0,1,0,False,True,False,True,False,False,False,True,False,True,False,7333.333333333333,83286.26607625044
26,41,20,19,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,1583.3333333333333,17982.26199373589
42,46,9,31,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,2583.3333333333335,29339.48009504277
41,47,6,90,0,0,1,0,1,True,False,False,False,True,False,False,True,False,False,False,7500.0,85179.13575980159
31,24,3,14,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,1166.6666666666667,13250.08778485803
62,63,43,341,0,1,1,0,1,False,True,True,False,True,False,False,True,False,True,False,28416.666666666668,322734.2810454705
12,23,2,24,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,True,2000.0,22714.43620261376
45,49,27,81,0,0,0,1,0,True,False,False,False,True,False,False,False,False,True,False,6750.0,76661.22218382143
47,34,4,63,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,5250.0,59625.39503186113
23,22,1,27,0,0,0,1,0,True,False,False,True,False,False,False,True,False,True,False,2250.0,25553.740727940476
39,34,4,20,0,1,1,1,0,False,True,True,False,False,True,False,False,False,False,True,1666.6666666666667,18928.696835511466
19,26,2,48,0,1,0,1,0,True,False,True,False,False,False,True,True,False,True,False,4000.0,45428.87240522752
13,54,12,121,0,0,0,1,0,False,False,True,False,False,False,False,True,False,True,False,10083.333333333334,114518.61585484436
5,33,6,39,0,0,0,1,1,True,False,True,False,False,False,True,True,False,False,True,3250.0,36910.958829247356
11,19,0,21,0,0,0,0,1,True,False,True,False,True,False,False,True,False,False,False,1750.0,19875.13167728704
4,32,2,53,0,0,0,0,1,False,True,True,False,False,False,False,True,False,False,False,4416.666666666667,50161.046614105384
17,42,8,58,0,1,1,0,1,False,True,True,True,False,False,False,True,True,False,False,4833.333333333333,54893.22082298325
7,27,3,39,0,0,0,1,1,True,False,True,False,False,False,True,True,False,False,False,3250.0,36910.958829247356
19,65,3,108,0,0,0,1,0,False,False,True,True,False,False,False,True,False,True,False,9000.0,102214.9629117619
32,34,0,38,0,0,0,0,0,True,False,False,True,False,False,False,True,True,False,False,3166.6666666666665,35964.52398747178
53,51,31,245,0,0,0,0,0,True,False,True,False,False,False,False,True,True,False,False,20416.666666666668,231876.5362350155
51,38,19,51,0,1,0,1,0,False,False,True,True,False,False,False,False,False,True,False,4250.0,48268.17693055424
35,34,7,78,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,6500.0,73821.91765849471
3,31,4,23,0,1,0,1,1,False,False,False,False,False,False,False,True,False,False,True,1916.6666666666667,21768.00136083819
22,48,7,88,0,0,1,0,1,False,False,True,False,False,False,False,True,False,False,False,7333.333333333333,83286.26607625044
17,21,0,25,0,0,0,1,0,False,True,False,False,True,False,False,False,False,True,False,2083.3333333333335,23660.871044389336
68,39,20,73,0,0,0,0,0,True,False,True,False,True,False,False,False,True,False,False,6083.333333333333,69089.74344961684
27,41,7,62,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,5166.666666666667,58678.96019008554
68,52,8,456,0,0,0,1,0,False,True,False,False,False,False,True,False,False,True,False,38000.0,431574.2878496614
56,42,10,24,0,0,0,1,0,False,True,False,False,True,False,False,True,False,True,False,2000.0,22714.43620261376
11,32,8,23,0,0,1,0,0,False,True,True,False,True,False,False,False,False,False,False,1916.6666666666667,21768.00136083819
5,47,7,46,0,0,0,1,1,False,True,True,True,False,False,False,False,False,False,False,3833.3333333333335,43536.00272167638
16,50,5,263,0,0,0,1,0,False,True,True,False,True,False,False,False,False,True,False,21916.666666666668,248912.36338697578
59,30,2,34,0,1,0,0,0,True,False,True,False,False,False,False,False,True,False,False,2833.3333333333335,32178.784620369493
60,64,14,33,1,1,0,1,0,False,False,True,False,True,False,False,True,False,False,True,2750.0,31232.349778593918
55,47,11,37,0,0,0,0,0,False,True,True,True,False,False,False,True,False,True,False,3083.3333333333335,35018.08914569622
18,56,22,296,0,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,24666.666666666668,280144.71316556976
16,22,0,26,0,0,0,0,1,True,False,True,False,False,False,True,False,True,False,False,2166.6666666666665,24607.305886164904
35,57,32,47,0,0,1,0,0,False,False,False,False,False,False,False,True,True,False,False,3916.6666666666665,44482.437563451946
31,23,1,31,0,1,1,1,1,False,True,False,False,False,False,True,False,False,False,True,2583.3333333333335,29339.48009504277
20,49,5,264,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,22000.0,249858.79822875134
16,27,5,41,0,1,1,1,1,True,False,True,False,False,False,False,False,False,False,True,3416.6666666666665,38803.8285127985
69,48,27,55,0,0,0,1,0,True,False,False,False,True,False,False,True,False,True,False,4583.333333333333,52053.916297656535
69,66,31,49,0,0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,4083.3333333333335,46375.3072470031
27,24,3,26,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,False,2166.6666666666665,24607.305886164904
48,39,20,110,0,0,0,1,0,False,True,True,False,False,False,False,True,False,True,False,9166.666666666666,104107.83259531307
18,52,20,66,0,0,1,1,0,False,False,False,True,False,False,False,False,False,False,False,5500.0,62464.699557187836
24,40,4,39,0,0,0,1,0,True,False,False,False,False,False,True,False,False,True,False,3250.0,36910.958829247356
17,42,6,31,0,1,0,0,1,True,False,True,False,True,False,False,True,False,False,True,2583.3333333333335,29339.48009504277
9,24,3,26,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,2166.6666666666665,24607.305886164904
15,46,5,232,0,1,1,1,1,True,False,True,False,False,False,False,False,False,False,True,19333.333333333332,219572.883291933
62,37,10,43,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,3583.3333333333335,40696.69819634965
9,41,12,39,0,1,1,0,1,False,False,True,False,False,False,False,True,False,False,False,3250.0,36910.958829247356
71,41,10,73,0,0,0,1,0,True,False,False,False,True,False,False,False,False,True,False,6083.333333333333,69089.74344961684
62,59,37,74,0,0,0,1,0,True,False,False,True,False,False,False,True,False,True,False,6166.666666666667,70036.17829139244
20,38,19,237,0,0,1,1,0,True,False,True,False,False,False,False,True,False,False,True,19750.0,224305.0575008109
19,33,11,22,0,0,0,0,0,False,False,False,True,False,False,False,True,False,True,False,1833.3333333333333,20821.56651906261
49,61,28,21,0,0,0,1,0,True,False,False,True,False,False,False,True,False,True,False,1750.0,19875.13167728704
3,64,3,9,1,0,0,0,1,False,True,True,False,True,False,False,True,False,False,False,750.0,8517.91357598016
33,36,2,41,0,1,1,0,1,False,False,True,False,False,True,False,True,False,False,False,3416.6666666666665,38803.8285127985
38,44,1,50,0,0,1,0,1,True,False,True,False,False,False,False,False,True,False,False,4166.666666666667,47321.74208877867
42,48,14,27,0,1,0,1,0,False,True,False,False,False,False,True,False,False,False,True,2250.0,25553.740727940476
11,26,2,53,0,1,1,1,1,False,False,True,False,False,False,True,True,False,False,True,4416.666666666667,50161.046614105384
27,28,0,58,0,0,0,0,0,False,True,False,False,False,False,True,True,False,True,False,4833.333333333333,54893.22082298325
23,50,1,151,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,12583.333333333334,142911.66110811158
4,38,13,54,0,1,0,1,0,True,False,False,False,True,False,False,True,False,True,False,4500.0,51107.48145588095
36,42,5,31,0,0,0,0,1,False,True,True,True,False,False,False,False,False,False,False,2583.3333333333335,29339.48009504277
37,42,10,115,0,0,0,1,0,True,False,True,True,False,False,False,False,False,True,False,9583.333333333334,108840.00680419093
24,58,30,24,0,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,2000.0,22714.43620261376
4,24,1,17,0,0,0,0,1,False,True,True,False,True,False,False,True,False,False,False,1416.6666666666667,16089.392310184747
54,33,5,47,0,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,3916.6666666666665,44482.437563451946
7,49,8,36,0,0,0,1,1,False,True,True,True,False,False,False,False,False,True,False,3000.0,34071.65430392064
10,28,9,75,0,1,1,1,1,False,False,True,False,False,False,False,True,False,False,True,6250.0,70982.613133168
24,35,10,41,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,3416.6666666666665,38803.8285127985
12,31,8,18,0,0,1,0,1,False,True,True,False,False,False,False,True,False,False,False,1500.0,17035.82715196032
45,54,25,171,0,0,0,1,0,True,False,True,False,False,False,True,False,False,True,False,14250.0,161840.35794362304
59,55,29,42,0,0,0,0,0,False,True,False,False,False,False,True,False,True,False,False,3500.0,39750.26335457408
3,21,1,36,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,3000.0,34071.65430392064
8,35,6,31,0,1,1,1,1,False,True,True,False,False,True,False,True,False,False,True,2583.3333333333335,29339.48009504277
16,59,5,207,0,0,0,1,0,False,False,True,False,True,False,False,False,False,False,True,17250.0,195912.0122475437
32,33,1,38,0,0,0,0,0,False,True,True,True,False,False,False,False,False,False,False,3166.6666666666665,35964.52398747178
8,49,14,134,0,1,1,1,1,False,False,True,False,False,False,False,False,False,False,True,11166.666666666666,126822.26879792682
9,28,8,28,0,0,1,0,1,False,False,False,False,False,False,True,True,True,False,False,2333.3333333333335,26500.17556971606
12,19,0,15,0,0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,1250.0,14196.522626633598
24,43,15,48,0,1,1,1,0,True,False,False,False,False,False,False,True,False,False,True,4000.0,45428.87240522752
72,75,48,14,1,0,0,0,0,False,True,True,False,True,False,False,False,True,False,False,1166.6666666666667,13250.08778485803
58,61,42,101,0,0,1,0,0,False,True,True,False,False,False,False,False,True,False,False,8416.666666666666,95589.91901933288
70,44,24,87,0,1,0,1,0,False,False,False,False,True,False,False,True,False,True,False,7250.0,82339.83123447487
9,25,3,27,0,0,0,0,1,False,True,True,True,False,False,False,False,False,False,False,2250.0,25553.740727940476
49,25,1,27,0,1,1,0,0,False,False,True,False,False,True,False,False,True,False,False,2250.0,25553.740727940476
52,54,7,59,0,0,0,0,0,False,True,True,False,False,False,True,True,False,True,False,4916.666666666667,55839.65566475883
10,42,10,294,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,True,24500.0,278251.84348201856
14,52,2,44,0,1,0,0,0,False,False,False,False,False,False,True,True,False,True,False,3666.6666666666665,41643.13303812522
19,27,3,35,0,1,0,1,0,False,False,False,False,True,False,False,True,False,False,True,2916.6666666666665,33125.21946214506
12,36,4,205,0,1,1,0,1,False,True,False,False,False,False,False,False,True,False,False,17083.333333333332,194019.14256399253
65,59,27,732,0,1,0,1,0,False,False,True,False,False,False,True,False,True,False,False,61000.0,692790.3041797196
67,40,14,59,0,0,0,1,0,False,False,False,False,False,False,True,True,False,True,False,4916.666666666667,55839.65566475883
29,24,3,23,0,0,0,1,0,True,False,False,True,False,False,False,True,False,True,False,1916.6666666666667,21768.00136083819
55,46,8,87,0,0,1,1,0,False,True,True,False,True,False,False,False,False,False,False,7250.0,82339.83123447487
71,67,25,110,0,0,0,1,0,False,True,False,True,False,False,False,False,False,True,False,9166.666666666666,104107.83259531307
5,44,2,83,0,1,1,1,1,False,True,False,False,False,False,True,False,False,True,False,6916.666666666667,78554.09186737258
60,58,0,63,0,0,0,0,0,False,True,True,False,False,False,False,False,True,False,False,5250.0,59625.39503186113
10,40,6,22,0,0,1,0,1,True,False,True,False,False,False,True,False,False,False,False,1833.3333333333333,20821.56651906261
52,64,44,43,0,1,1,1,0,False,True,True,False,False,False,True,True,False,False,True,3583.3333333333335,40696.69819634965
61,43,22,35,0,0,1,0,0,True,False,False,False,True,False,False,True,True,False,False,2916.6666666666665,33125.21946214506
61,29,5,48,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,4000.0,45428.87240522752
67,47,19,69,0,0,0,1,0,True,False,False,False,False,False,True,True,False,True,False,5750.0,65304.00408251456
41,42,12,26,0,0,1,1,0,False,True,False,False,False,False,False,True,True,False,False,2166.6666666666665,24607.305886164904
30,28,1,20,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,False,1666.6666666666667,18928.696835511466
24,46,12,43,0,1,0,1,0,False,False,True,False,True,False,False,True,False,False,True,3583.3333333333335,40696.69819634965
72,75,37,33,1,0,0,0,0,False,False,True,True,False,False,False,False,True,False,False,2750.0,31232.349778593918
17,35,7,66,0,1,1,1,1,True,False,True,False,True,False,False,True,False,False,True,5500.0,62464.699557187836
65,72,46,12,1,0,0,1,0,True,False,True,False,True,False,False,True,False,True,False,1000.0,11357.21810130688
15,30,8,90,0,0,1,1,0,False,False,False,False,True,False,False,True,False,False,True,7500.0,85179.13575980159
34,33,8,35,0,0,0,0,1,False,False,True,False,False,False,True,False,True,False,False,2916.6666666666665,33125.21946214506
26,43,23,51,0,0,1,0,1,False,False,True,False,False,True,False,False,True,False,False,4250.0,48268.17693055424
36,45,22,117,0,0,0,0,0,True,False,True,False,False,False,True,False,True,False,False,9750.0,110732.87648774208
60,48,29,100,0,0,0,1,0,False,False,True,False,True,False,False,False,False,True,False,8333.333333333334,94643.48417755734
16,54,20,147,0,0,0,1,0,False,False,True,True,False,False,False,True,False,True,False,12250.0,139125.92174100928
1,33,5,53,0,0,0,0,1,True,False,True,False,False,False,False,False,False,False,False,4416.666666666667,50161.046614105384
56,30,9,57,0,1,1,0,0,False,True,False,False,False,True,False,True,True,False,False,4750.0,53946.78598120768
6,50,5,37,0,0,0,0,0,True,False,True,False,True,False,False,True,True,False,False,3083.3333333333335,35018.08914569622
48,34,7,42,0,0,0,0,0,True,False,True,False,False,False,True,False,True,False,False,3500.0,39750.26335457408
34,36,17,50,0,0,0,1,0,True,False,False,True,False,False,False,True,False,True,False,4166.666666666667,47321.74208877867
54,42,0,55,0,1,1,1,1,True,False,False,False,False,False,False,True,False,False,True,4583.333333333333,52053.916297656535
38,31,2,42,0,1,0,1,0,False,True,False,False,True,False,False,False,False,False,True,3500.0,39750.26335457408
25,55,15,37,0,0,0,0,1,True,False,True,True,False,False,False,False,False,False,False,3083.3333333333335,35018.08914569622
47,69,17,228,0,1,1,1,1,False,False,False,False,False,False,True,False,False,False,True,19000.0,215787.1439248307
72,62,35,163,0,1,1,1,0,False,False,False,False,False,True,False,True,False,False,True,13583.333333333334,154268.87920941843
6,35,6,28,0,0,1,1,0,True,False,False,False,False,False,False,False,False,False,True,2333.3333333333335,26500.17556971606
30,51,9,118,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,9833.333333333334,111679.31132951766
65,70,9,115,1,1,0,1,0,False,False,False,False,True,False,False,False,False,False,True,9583.333333333334,108840.00680419093
22,44,19,37,0,1,0,1,0,False,False,False,False,False,False,False,True,False,True,False,3083.3333333333335,35018.08914569622
60,53,32,93,0,0,0,1,0,False,False,True,True,False,False,False,True,False,True,False,7750.0,88018.44028512832
19,32,12,71,0,1,1,1,1,True,False,True,False,False,False,False,False,False,False,True,5916.666666666667,67196.8737660657
18,25,4,26,0,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,2166.6666666666665,24607.305886164904
9,37,10,14,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,1166.6666666666667,13250.08778485803
1,34,6,18,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,1500.0,17035.82715196032
10,28,2,36,0,1,1,1,0,False,True,False,False,False,False,False,False,False,False,True,3000.0,34071.65430392064
45,34,14,43,0,0,1,0,1,False,True,False,False,False,False,False,True,True,False,False,3583.3333333333335,40696.69819634965
25,28,6,41,0,1,0,1,1,False,False,False,False,False,False,False,False,False,True,False,3416.6666666666665,38803.8285127985
66,39,1,66,0,0,0,0,0,False,True,True,False,True,False,False,False,True,False,False,5500.0,62464.699557187836
27,67,1,33,1,1,0,1,1,False,False,True,False,False,False,False,False,False,True,False,2750.0,31232.349778593918
19,41,5,53,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,4416.666666666667,50161.046614105384
17,41,9,28,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,2333.3333333333335,26500.17556971606
16,36,13,58,0,0,0,1,0,True,False,True,False,False,False,False,True,False,False,False,4833.333333333333,54893.22082298325
8,42,2,129,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,10750.0,122090.09458904895
3,25,0,65,0,1,1,0,1,False,False,True,False,False,False,False,False,False,False,True,5416.666666666667,61518.26471541227
59,57,26,311,0,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,25916.666666666668,294341.2357922033
45,37,2,57,0,0,0,0,0,True,False,True,False,False,False,True,False,True,False,False,4750.0,53946.78598120768
66,62,31,47,0,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,3916.6666666666665,44482.437563451946
28,50,7,25,0,0,0,1,0,False,True,False,True,False,False,False,True,False,False,False,2083.3333333333335,23660.871044389336
15,38,11,46,0,0,0,0,1,False,False,False,False,False,True,False,True,False,False,False,3833.3333333333335,43536.00272167638
39,34,10,51,0,1,0,1,0,False,True,False,False,False,False,True,False,False,False,True,4250.0,48268.17693055424
38,33,4,19,0,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,1583.3333333333333,17982.26199373589
34,29,5,26,0,0,1,0,0,False,True,True,False,False,False,True,False,True,False,False,2166.6666666666665,24607.305886164904
60,57,18,72,1,1,1,1,0,False,True,False,False,False,True,False,True,False,False,True,6000.0,68143.30860784127
72,65,33,71,1,0,0,1,0,False,True,False,True,False,False,False,False,False,True,False,5916.666666666667,67196.8737660657
42,42,9,41,0,1,0,1,0,False,False,False,False,True,False,False,True,False,True,False,3416.6666666666665,38803.8285127985
32,37,9,44,0,0,0,0,0,False,True,True,False,True,False,False,True,False,False,False,3666.6666666666665,41643.13303812522
48,50,4,208,0,1,1,0,1,False,True,False,False,False,False,False,False,False,False,True,17333.333333333332,196858.44708931923
63,37,1,45,0,1,1,0,0,False,True,False,False,False,False,False,False,True,False,False,3750.0,42589.567879900795
45,27,3,39,0,0,0,1,0,False,True,False,False,False,False,True,True,True,False,False,3250.0,36910.958829247356
68,42,16,89,0,0,1,0,0,True,False,True,False,False,False,False,True,True,False,False,7416.666666666667,84232.70091802602
